3.010000e-001	7.285881e-001
1.061100e+001	7.140172e-001
2.092200e+001	7.322818e-001
3.123400e+001	7.360150e-001
4.154400e+001	7.268220e-001
5.185500e+001	7.278097e-001
6.216500e+001	7.293119e-001
7.247600e+001	7.348063e-001
8.278700e+001	7.366437e-001
9.309800e+001	7.311339e-001
1.034080e+002	7.331077e-001
1.137190e+002	7.268320e-001
1.240290e+002	7.252315e-001
1.343400e+002	7.263318e-001
1.446510e+002	7.290195e-001
1.549610e+002	7.262359e-001
1.652720e+002	7.293476e-001
1.755830e+002	7.208210e-001
1.858940e+002	7.244923e-001
1.962040e+002	7.318867e-001
2.065150e+002	7.309289e-001
2.168250e+002	7.306110e-001
2.271360e+002	7.228820e-001
2.374470e+002	7.146062e-001
2.477580e+002	7.179082e-001
2.580690e+002	7.136274e-001
2.683790e+002	7.158347e-001
2.786900e+002	7.212459e-001
2.890000e+002	7.171831e-001
2.993120e+002	7.199046e-001
3.096220e+002	7.145009e-001
3.199330e+002	7.184417e-001
3.302430e+002	7.169929e-001
3.405540e+002	7.122839e-001
3.508640e+002	7.171501e-001
3.611750e+002	7.095379e-001
3.714860e+002	7.045164e-001
3.817970e+002	7.072051e-001
3.921080e+002	7.068436e-001
4.024180e+002	7.052197e-001
4.127290e+002	7.067857e-001
4.230400e+002	7.034853e-001
4.333510e+002	7.094237e-001
4.436610e+002	6.925288e-001
4.539720e+002	7.023472e-001
4.642820e+002	7.032323e-001
4.745930e+002	7.072699e-001
4.849040e+002	7.041704e-001
4.952150e+002	6.983413e-001
5.055260e+002	6.984010e-001
5.158360e+002	6.981210e-001
5.261470e+002	7.039927e-001
5.364570e+002	7.016409e-001
5.467690e+002	6.996184e-001
5.570790e+002	6.932337e-001
5.673900e+002	6.998838e-001
5.777000e+002	6.874798e-001
5.880110e+002	6.890482e-001
5.983210e+002	6.773764e-001
6.086330e+002	6.972328e-001
6.189440e+002	6.973025e-001
6.292540e+002	6.963277e-001
6.395650e+002	6.893344e-001
6.498760e+002	6.934300e-001
6.601870e+002	6.867303e-001
6.704970e+002	6.860989e-001
6.808080e+002	6.797430e-001
6.911180e+002	6.827064e-001
7.014290e+002	6.819417e-001
7.117400e+002	6.831031e-001
7.220510e+002	6.839219e-001
7.323610e+002	6.833749e-001
7.426720e+002	6.871543e-001
7.529830e+002	6.860694e-001
7.632930e+002	6.783940e-001
7.736050e+002	6.787152e-001
7.839150e+002	6.781752e-001
7.942260e+002	6.753406e-001
