times,stress 3 C: 2,stress 4 C: 2,stress 5 C: 2,stress 10 C: 2,stress 11 C: 0.12,stress 8 C: 2,stress 9 C: 2,stress 12 C: 1,stress 13 C: 1,stress 20 C: 1,stress 21 C: 0.1,stress 16 C: 0.1,stress 17 C: 1,stress 18 C: 1,stress 19 C: 1,stress 22 C: 1,stress 23 C: 1,stress 24 C: 1,stress 25 C: 0.1,stress 26 C: 2,stress 40 C: 1,stress 44 C: 1,stress 30 C: 0.1,stress 32 C: 1,stress 35 C: 0.1,stress 37 C: 2,stress 38 C: 2,stress 39 C: 2
470,NaN,NaN,NaN,NaN,-0.374112074774531,NaN,NaN,-0.169887347621386,-0.229284773020344,-0.340016895236743,-0.371733626705849,-0.328452370826814,-0.36554752044782,-0.346617245153611,-0.315416436812218,-0.303683389952525,-0.307482345280927,-0.333878185135079,-0.450320836694689,NaN,-0.441993889254907,NaN,-0.331709482276202,-0.348741043754436,-0.350340241410809,NaN,NaN,NaN
480,-0.50470837065811,-0.401822259506986,-0.395761336703431,NaN,-0.353387620172494,NaN,NaN,-0.192034187798455,-0.248605875642507,-0.343436931756267,-0.377959866301037,-0.35184728891799,-0.38258484209301,-0.384978579648329,-0.337314337599977,-0.323654514893553,-0.327438819362524,-0.350376430285814,-0.458875561171268,NaN,-0.432214628416127,NaN,-0.319575189699626,-0.334643536014082,-0.344497303360226,NaN,NaN,NaN
490,NaN,NaN,NaN,NaN,-0.365910223134507,NaN,NaN,-0.198858608209906,-0.255587448435036,-0.361029859070655,-0.411845801513103,-0.365343610537583,-0.392549430042544,-0.380986157842823,-0.342503872364134,-0.350355643596365,-0.311726336117179,-0.333970347806373,-0.502456233033089,NaN,-0.422527279806598,NaN,-0.353625915775037,-0.333955822167962,-0.346360466928401,NaN,NaN,NaN
500,-0.507873331958307,-0.414370157115197,-0.395426120030805,NaN,-0.366255582709817,NaN,NaN,-0.21877275758648,-0.262077653942027,-0.370526245623495,-0.401761502267704,-0.384044117780764,-0.427898698103437,-0.389298329202153,-0.371722068805631,-0.364583130756288,-0.315770223762226,-0.352945214306081,-0.480615182588763,NaN,-0.431889805088225,NaN,-0.339462666998773,-0.366591175045505,-0.366531945502677,NaN,NaN,NaN
510,NaN,NaN,NaN,NaN,-0.390034804113764,NaN,NaN,-0.238161479559863,-0.279147407831599,-0.388389525121745,-0.429231863701163,-0.369088846048071,-0.435401190342408,-0.410341471302073,-0.380889374515863,-0.374687715807053,-0.367458581056443,-0.361590348359663,-0.511969524423733,NaN,-0.408363530146251,NaN,-0.368250979675935,-0.373984724996398,-0.392823726688561,NaN,NaN,NaN
520,-0.535478556431146,-0.445817162505545,-0.413033360107868,NaN,-0.3947228286897,NaN,NaN,-0.235567400893399,-0.27128528082095,-0.388702452452673,-0.452397251661251,-0.398535696073511,-0.422792059655036,-0.409669910967633,-0.37812512048216,-0.39556807057996,-0.356909461381912,-0.357258327145803,-0.49836864325179,NaN,NaN,NaN,-0.371971797087371,-0.398340463980014,-0.391368908869147,NaN,NaN,NaN
530,NaN,NaN,NaN,NaN,-0.423362754457237,NaN,NaN,-0.256818910771896,-0.29110877017848,-0.378394007580079,-0.475534464891663,-0.416564642982252,-0.401150987180895,-0.409338826588693,-0.398151593114372,-0.390442022873339,-0.393643173048541,-0.358388071195274,-0.510499680081826,NaN,NaN,NaN,-0.385398871482473,-0.399876425020893,-0.390638619875962,NaN,NaN,NaN
540,-0.544581748978738,-0.481806560424661,-0.417850111893164,NaN,-0.461805357394441,NaN,NaN,-0.264435729802839,-0.292451640405317,-0.393735836603917,-0.474173312395792,-0.419152210155636,-0.405134518293926,-0.402629359074317,-0.405921307011687,-0.42927143354373,-0.364559839646423,-0.379479172946152,-0.519691904775193,NaN,NaN,NaN,-0.378477655221959,-0.403853444640843,-0.420571202241005,NaN,NaN,NaN
550,NaN,NaN,NaN,NaN,-0.446322905164268,NaN,NaN,-0.261947212456892,-0.282852697836459,-0.422274208123603,-0.47525922908799,-0.453821903736759,-0.407819757863517,-0.426060841703561,-0.392605679325078,-0.450445807273426,-0.377560786907814,-0.39879939902117,-0.538905567761527,NaN,NaN,NaN,-0.387439848900155,-0.372661389248802,-0.401113984369255,NaN,NaN,NaN
560,-0.555295659516615,-0.48047596185786,-0.44802966767749,NaN,-0.44388735631011,NaN,NaN,-0.2624498496343,-0.302029671063705,-0.431959803638841,-0.493590709982934,-0.462782093878622,-0.407373219703418,-0.428968974690139,-0.412734958415351,-0.447170901916985,-0.399396202406204,-0.411514967576204,-0.544697791298695,NaN,NaN,NaN,-0.391682086642116,-0.331543689644691,-0.404422824622327,NaN,NaN,NaN
570,NaN,NaN,NaN,NaN,-0.465956309012254,NaN,NaN,-0.290311025873611,-0.313127884914353,-0.429875499747969,-0.5111865173808,-0.474870430340573,-0.353705243291701,-0.443120577911471,-0.415105392338703,-0.468395614497035,-0.395193784948851,-0.414844093634643,-0.542423902782363,NaN,NaN,NaN,-0.413655871368468,-0.328301216532631,-0.407709125091659,NaN,NaN,NaN
580,-0.613576778333842,-0.53742861086564,-0.468665478318917,NaN,-0.464858871986145,NaN,NaN,-0.290995108310128,-0.301905326590071,-0.449535074789299,-0.519224454704624,-0.509757382392748,-0.383722224624749,-0.442834823542052,-0.431268921700895,-0.432970963381633,-0.389656010525907,-0.420068314621555,-0.531483843080959,NaN,NaN,NaN,-0.428107754597628,-0.324557233232351,-0.404301986337275,NaN,NaN,NaN
590,NaN,NaN,NaN,NaN,-0.471468162683897,NaN,NaN,-0.312606879065407,-0.316674144222823,-0.461454237652176,-0.543482396071011,-0.514853502275404,-0.42043389739172,-0.458575356296052,-0.441106285093317,-0.449826589325673,-0.417011043399228,-0.428083086056534,-0.575854033478793,NaN,NaN,NaN,-0.428295085244714,-0.344847671776366,-0.392403610163846,NaN,NaN,NaN
600,-0.615923169821205,-0.524440811811431,-0.474800544488876,NaN,-0.491711267682058,NaN,NaN,-0.350585538120624,-0.314170976017445,-0.452391366273274,-0.564460548461146,-0.504645108998413,-0.400101384584723,-0.444314059460518,-0.42675295080751,-0.440748691424277,-0.42586667398874,-0.439244160859614,-0.580579624360962,NaN,NaN,NaN,-0.392897106206738,-0.340550211564242,-0.424156029623874,NaN,NaN,NaN
600,-0.615923169821205,-0.524440811811431,-0.474800544488876,NaN,-0.468697271936093,NaN,NaN,-0.350585538120624,-0.314170976017445,-0.452391366273274,-0.564460548461146,-0.504645108998413,-0.400101384584723,-0.444314059460518,-0.42675295080751,-0.440748691424277,-0.42586667398874,-0.439244160859614,-0.580579624360962,NaN,NaN,NaN,-0.392897106206738,-0.340550211564242,-0.424156029623874,NaN,NaN,NaN
610,NaN,NaN,NaN,NaN,-0.516750462997087,NaN,NaN,-0.368323972261157,-0.324719219144831,-0.467400483044902,-0.556167410696975,-0.531248189641954,-0.41073502844828,-0.458765066142532,-0.457952269018756,-0.430371249769234,-0.460481395541742,-0.447652752404944,-0.592051497737616,NaN,NaN,NaN,-0.40500172140139,-0.347914710238314,-0.402782429250118,NaN,NaN,NaN
620,-0.657726204072042,-0.517052020259328,-0.51813753624426,NaN,-0.525161934625895,NaN,NaN,-0.318327350957668,-0.314335265996708,-0.469058033696958,-0.579818530996665,-0.543115260560188,-0.414789810322135,-0.480296570223492,-0.45958540157176,-0.429427584156641,-0.467910132599474,-0.445602508631725,-0.580772715175004,NaN,NaN,NaN,-0.405566342984083,-0.378264904707655,-0.387134935714557,NaN,NaN,NaN
630,NaN,NaN,NaN,NaN,-0.511605757358369,NaN,NaN,-0.31948451841069,-0.305002042433943,-0.465988115151532,-0.587852586468844,-0.535818381237336,-0.40283733866773,-0.484278723905294,-0.461336993210421,-0.447483954468934,-0.469121896417555,-0.442950703074682,-0.606452791674381,NaN,NaN,NaN,-0.415195088155887,-0.361871594772333,-0.396149346558418,NaN,NaN,NaN
640,-0.701504599925673,-0.544062820546527,NaN,NaN,-0.518201023301794,NaN,NaN,-0.319148550411939,-0.30919694663005,-0.509950210242647,-0.595706323671101,-0.550110232001941,-0.394116445896576,-0.455506940402876,-0.46570908515093,-0.424073008087098,-0.469974025463958,-0.431285989326027,-0.603625175804164,NaN,NaN,NaN,-0.398268086230003,-0.376714793691428,-0.422699208268128,NaN,NaN,NaN
650,NaN,NaN,NaN,NaN,-0.568731587037887,NaN,NaN,-0.310916645726928,-0.303554988317817,-0.492690621285573,-0.597784366510934,-0.563005617942814,-0.388854157719347,-0.48898440464516,-0.465434225010319,-0.433695492207862,-0.44072990827116,-0.450683601991886,-0.591181962969324,NaN,NaN,NaN,-0.390701480828393,-0.358474348478591,-0.428776810511652,NaN,NaN,NaN
660,-0.690224940815915,-0.569967418336162,NaN,NaN,-0.54368162271507,NaN,NaN,-0.31222169920549,-0.339777672998646,-0.502067171321527,-0.595131433964704,-0.559377964970837,-0.393897809994295,-0.488361930950866,-0.480073438886565,-0.433013413307677,-0.479911941336066,-0.443562282540167,-0.613989469252025,NaN,NaN,NaN,-0.393434680048943,-0.340959809523211,-0.409666955751543,NaN,NaN,NaN
670,NaN,NaN,NaN,NaN,-0.561686527187822,NaN,NaN,-0.336215799881095,-0.335041813992773,-0.508555248071165,-0.607237426590584,-0.575945958230147,-0.420047089658533,-0.496076046714954,-0.48379237798269,-0.436482536467347,-0.452618517204968,-0.467367174253375,-0.624026184509527,NaN,NaN,NaN,-0.393376702716322,-0.346837183354508,-0.408001516175178,NaN,NaN,NaN
680,-0.706185612124445,-0.615138898045962,NaN,NaN,-0.560065666294855,NaN,NaN,-0.349619833608374,-0.322229199146635,-0.521636086343812,-0.606406835559755,-0.564693972965981,-0.393972817385742,-0.49815947405868,-0.463005938975367,-0.435906895434825,-0.450198746199429,-0.462755534500115,-0.640599186609668,NaN,NaN,NaN,-0.398394935124053,-0.347350714760724,-0.418095332218156,NaN,NaN,NaN
690,NaN,NaN,NaN,NaN,-0.56223086296515,NaN,NaN,-0.345709055908415,-0.332100372214667,-0.499379302110499,-0.608845890602494,-0.578719979503471,-0.414778540430265,-0.502967961256605,-0.484967326820662,-0.433873932162473,-0.462997211070219,NaN,-0.642318220782926,NaN,NaN,NaN,NaN,-0.372862995092257,-0.404757164747807,NaN,NaN,NaN
700,-0.750955633241627,-0.600796207546922,NaN,NaN,-0.561052157496554,NaN,NaN,-0.35684671438061,-0.320510916299501,-0.534833129723743,-0.61375893735277,-0.573552734081013,-0.417060693533967,-0.496090697574385,-0.471620143436817,-0.44038267038054,-0.459883715609562,-0.47801321499799,-0.638129953300921,NaN,NaN,NaN,NaN,-0.383457444776311,-0.423416975159235,NaN,NaN,NaN
710,NaN,NaN,NaN,NaN,-0.554727118515971,NaN,NaN,-0.357203594289831,-0.331626535872038,-0.534021447067051,-0.625502790786557,-0.594538524953416,-0.418327178938129,-0.49525597424987,-0.469784152830151,-0.438683671570606,-0.476889982441599,-0.483868049045547,-0.633814461261804,NaN,NaN,NaN,NaN,-0.383829977313129,-0.419931197603802,NaN,NaN,NaN
720,-0.780134259840557,NaN,NaN,NaN,-0.548549589897866,NaN,NaN,-0.37376682915035,-0.327352992874882,-0.533616482285851,-0.610021715987612,-0.61345804376194,-0.446331858467254,-0.499100885692899,-0.494471977960873,-0.450062505728821,-0.474366403209834,-0.487438601232048,-0.640990627520624,NaN,NaN,NaN,NaN,NaN,-0.447344583472806,NaN,NaN,NaN
730,NaN,NaN,NaN,NaN,-0.565816191232103,NaN,NaN,-0.366635492016969,-0.3229563576143,-0.533642277816132,-0.60236006783123,-0.60590120559995,-0.439184868706275,-0.522123772131339,-0.505567562170085,-0.472556959459573,-0.473440518982192,-0.497838081786748,-0.640856390586348,NaN,NaN,NaN,NaN,NaN,-0.424828842168522,NaN,NaN,NaN
740,-0.784352956030612,NaN,NaN,NaN,-0.546550185859083,NaN,NaN,-0.351326095237513,-0.319754706555015,-0.527692275792782,-0.601327745735926,-0.580420606186674,-0.435394553628306,-0.49137374694265,-0.500591404025337,-0.463080483049037,-0.481486220009303,-0.494977783230107,-0.641192108143058,NaN,NaN,NaN,NaN,NaN,-0.422269950608897,NaN,NaN,NaN
750,NaN,NaN,NaN,NaN,-0.5592276872238,NaN,NaN,-0.357300765801955,-0.317039163498395,-0.536251132563047,-0.623210620001192,-0.593609009316171,-0.434376757171412,-0.513532984000775,-0.496961497074986,-0.487869236322508,-0.474186084939912,-0.504266803772536,-0.651663590784706,NaN,NaN,NaN,NaN,NaN,-0.438052933288941,NaN,NaN,NaN
760,NaN,NaN,NaN,NaN,-0.493272648590155,NaN,NaN,-0.364751917422407,-0.323967266915051,-0.528879120627729,-0.613244404178388,-0.562767572782312,-0.439666343531171,-0.509632724866562,-0.488491046345391,-0.46563098480027,-0.493650064746784,-0.492743589777363,-0.655837833512384,NaN,NaN,NaN,NaN,NaN,-0.433064753926197,NaN,NaN,NaN
770,NaN,NaN,NaN,NaN,-0.515667175946325,NaN,NaN,-0.369719560537743,-0.3182353999099,-0.544230216007105,-0.599078275318646,-0.582176580561062,-0.431518462151104,-0.499772320806317,-0.527739947435393,-0.498673180774325,-0.46461544232175,-0.490838602388247,-0.641606589721837,NaN,NaN,NaN,NaN,NaN,-0.421164123774395,NaN,NaN,NaN
780,NaN,NaN,NaN,NaN,-0.529909439186701,NaN,NaN,-0.389678038155672,-0.328829098267829,-0.528807368982822,-0.605039797675907,-0.579567224930063,-0.410904452489395,-0.504004540866616,-0.499978572349643,-0.465279238952901,-0.469790326226475,-0.477026849017311,-0.650542737427711,NaN,NaN,NaN,NaN,NaN,-0.426016313108572,NaN,NaN,NaN
790,NaN,NaN,NaN,NaN,-0.520089731958209,NaN,NaN,-0.371588859935936,-0.334993729120793,-0.524656041701947,-0.627584590257013,-0.593158589304428,-0.44090816039424,-0.499920457273899,-0.49996692679471,-0.460325996254955,-0.448899828550885,-0.485999811703293,-0.664879918201837,NaN,NaN,NaN,NaN,NaN,-0.448824069833314,NaN,NaN,NaN
800,NaN,NaN,NaN,NaN,-0.561437337356471,NaN,NaN,-0.396818766865612,-0.353164676667099,-0.526213916421462,-0.615697233533413,-0.589930391388737,-0.426837575173353,-0.48980560409943,-0.51727096921416,-0.450585553932616,-0.485671983070893,-0.505142975254929,-0.62630182612015,NaN,NaN,NaN,NaN,NaN,-0.427826758626999,NaN,NaN,NaN
810,NaN,NaN,NaN,NaN,-0.536462630867144,NaN,NaN,-0.358563619796515,-0.354417888643058,-0.521700575169514,-0.62125003447885,-0.601845171515888,NaN,-0.486738816079524,-0.502257094043743,-0.449093545470031,-0.485114499086384,-0.508425268651596,-0.640698987763229,NaN,NaN,NaN,NaN,NaN,-0.43575337446335,NaN,NaN,NaN
820,NaN,NaN,NaN,NaN,-0.524314438757261,NaN,NaN,-0.389144596607152,-0.342197318783164,-0.519462875528187,-0.616863041236868,-0.58801538631796,-0.442288722148332,-0.49320560525563,-0.520895491660617,-0.459608229363848,-0.477462868611665,-0.516342993795471,-0.656046702175044,NaN,NaN,NaN,NaN,NaN,-0.413786602114162,NaN,NaN,NaN
830,NaN,NaN,NaN,NaN,-0.556457046918037,NaN,NaN,-0.413734248457584,-0.336488242003794,-0.535595099635185,-0.617705152601609,-0.57215914934076,-0.408307869402515,-0.48403216371538,-0.502883073926619,-0.452110370302646,-0.482054222559558,-0.50495677159703,-0.649713649049131,NaN,NaN,NaN,NaN,NaN,-0.480959164732843,NaN,NaN,NaN
840,NaN,NaN,NaN,NaN,-0.524241309681126,NaN,NaN,-0.402676230554605,-0.361161917159169,-0.531280484143213,-0.616841127558232,-0.580277854222986,-0.435155381478618,-0.492491720216167,-0.484704738340088,-0.47498925256719,-0.4875112294241,-0.50372109056398,-0.643820747811257,NaN,NaN,NaN,NaN,NaN,-0.443424163754248,NaN,NaN,NaN
840,NaN,NaN,NaN,NaN,-0.520745890107092,NaN,NaN,-0.402676230554605,-0.361161917159169,-0.531280484143213,-0.616841127558232,-0.580277854222986,-0.435155381478618,-0.492491720216167,-0.484704738340088,-0.47498925256719,-0.4875112294241,-0.50372109056398,-0.643820747811257,NaN,NaN,NaN,NaN,NaN,-0.443424163754248,NaN,NaN,NaN
850,NaN,NaN,NaN,NaN,-0.523555098487255,NaN,NaN,-0.386605615189831,-0.375347204835089,-0.52550979862162,-0.617658319939838,-0.571733523091131,-0.421827356910952,-0.494620602790436,-0.495086562730858,-0.467042225704453,-0.481924994466114,-0.500719793137942,-0.65432679145464,NaN,NaN,NaN,NaN,NaN,-0.438973182570648,NaN,NaN,NaN
860,NaN,NaN,NaN,NaN,-0.54152030789642,NaN,NaN,-0.409712650154236,-0.385908345727616,-0.525086676792407,-0.635365323604155,-0.55719310860028,NaN,-0.506468014008407,-0.480507079281524,-0.452520093482635,-0.49115728988613,NaN,-0.626526222189386,NaN,NaN,NaN,NaN,NaN,-0.443102470951866,NaN,NaN,NaN
870,NaN,NaN,NaN,NaN,-0.519262647115961,NaN,NaN,-0.401814584710623,-0.350682796035253,-0.550247586939633,-0.623754705336478,-0.555215743461154,-0.441904043172497,-0.491491454702182,-0.499380015870318,-0.457772864862286,-0.478757403524481,NaN,-0.659486774057893,NaN,NaN,NaN,NaN,NaN,-0.458755975096424,NaN,NaN,NaN
880,NaN,NaN,NaN,NaN,-0.559841270225619,NaN,NaN,-0.418068398428797,-0.356325004789527,-0.531301771716746,-0.627424808234498,-0.527819763314038,-0.443275714234114,-0.497315484378627,-0.49038363685345,-0.484880460998547,-0.513150483870703,NaN,-0.645853711083609,NaN,NaN,NaN,NaN,NaN,-0.467842513248253,NaN,NaN,NaN
890,NaN,NaN,NaN,NaN,-0.557684338142695,NaN,NaN,-0.404991066344731,-0.362352142961676,-0.532993883370536,-0.632083155428509,-0.551095596214453,-0.458560192030436,-0.517263443430812,-0.497084589338412,-0.466744825780102,-0.51282227957524,NaN,-0.650278395852846,NaN,NaN,NaN,NaN,NaN,-0.467709528524186,NaN,NaN,NaN
900,NaN,NaN,NaN,NaN,-0.549118719437308,NaN,NaN,-0.398504241805301,-0.369432640360621,-0.524926769548872,-0.615529813028631,-0.534965125201746,-0.469636742644489,-0.510088404161179,-0.525439762504698,-0.461725466383184,-0.523461307942691,NaN,-0.666471477375941,NaN,NaN,NaN,NaN,NaN,-0.472144731859168,NaN,NaN,NaN
910,NaN,NaN,NaN,NaN,-0.568904517267583,NaN,NaN,-0.41049427976594,-0.358173267056229,-0.525194742533339,-0.633314954609915,-0.529970935230005,-0.482682143368256,-0.515606268441818,-0.506813135663777,-0.461347549342473,-0.531116194163951,NaN,-0.639937393514849,NaN,NaN,NaN,NaN,NaN,-0.479002085399084,NaN,NaN,NaN
920,NaN,NaN,NaN,NaN,-0.54963650835823,NaN,NaN,-0.37433232728019,-0.373973279795099,-0.542256357056561,-0.633166692921312,-0.530353360227466,-0.502681192596918,-0.503912879079406,-0.490301241421777,-0.474898592548146,NaN,NaN,-0.669828527722014,NaN,NaN,NaN,NaN,NaN,-0.46076063841808,NaN,NaN,NaN
930,NaN,NaN,NaN,NaN,-0.552985669779993,NaN,NaN,-0.378591344638935,-0.379810082015664,-0.554885022223174,-0.648207114948135,-0.530583391242637,-0.466635570439472,-0.522236721492082,-0.485149773847937,-0.481336330447431,NaN,NaN,-0.653025745048743,NaN,NaN,NaN,NaN,NaN,-0.471378504433019,NaN,NaN,NaN
940,NaN,NaN,NaN,NaN,-0.588993725631206,NaN,NaN,-0.382621583192717,-0.361885945101315,-0.538153490310727,-0.631131600891607,-0.544324144294791,-0.46860366922306,-0.521953847206142,-0.494412497976003,NaN,NaN,NaN,-0.647806532902662,NaN,NaN,NaN,NaN,NaN,-0.482445287807452,NaN,NaN,NaN
950,NaN,NaN,NaN,NaN,-0.535409647303411,NaN,NaN,-0.377990408960215,-0.371830748129565,NaN,-0.651299698498321,-0.543329889389804,-0.487877313078348,-0.519317944718738,-0.49482334814518,NaN,NaN,NaN,-0.658172203781752,NaN,NaN,NaN,NaN,NaN,-0.499334973869143,NaN,NaN,NaN
960,NaN,NaN,NaN,NaN,-0.537170755739651,NaN,NaN,-0.463295351050802,-0.374738630674102,NaN,-0.644379108342912,-0.534308591389801,-0.471737450489083,-0.537496906410373,-0.511585183544655,NaN,NaN,NaN,-0.681915361531715,NaN,NaN,NaN,NaN,NaN,-0.498765218224598,NaN,NaN,NaN
970,NaN,NaN,NaN,NaN,-0.548288253627499,NaN,NaN,-0.346274428817234,-0.391148219342125,NaN,-0.687316895484051,-0.530519027637956,-0.477946785246466,-0.516968172263814,-0.48688558763798,NaN,NaN,NaN,-0.666884706744513,NaN,NaN,NaN,NaN,NaN,-0.501006298833485,NaN,NaN,NaN
980,NaN,NaN,NaN,NaN,-0.562479802354459,NaN,NaN,-0.355488817631279,-0.374098626036899,NaN,-0.648302282923927,-0.536663873569638,-0.45196480086599,-0.513216800923308,NaN,NaN,NaN,NaN,-0.665186208818663,NaN,NaN,NaN,NaN,NaN,-0.487041901038219,NaN,NaN,NaN
990,NaN,NaN,NaN,NaN,-0.562978933343286,NaN,NaN,-0.367957575554357,-0.373731352782953,NaN,-0.660234593993987,-0.548251826832555,-0.474192909485544,-0.518597047302111,NaN,NaN,NaN,NaN,-0.684731081404958,NaN,NaN,NaN,NaN,NaN,-0.499496008101866,NaN,NaN,NaN
1000,NaN,NaN,NaN,NaN,-0.532747949285726,NaN,NaN,-0.362346546834257,-0.384520145491256,NaN,-0.660518219606052,-0.564082894384578,-0.495295531570334,-0.533729005895123,NaN,NaN,NaN,NaN,-0.66625584677816,NaN,NaN,NaN,NaN,NaN,-0.497072230023661,NaN,NaN,NaN
1010,NaN,NaN,NaN,NaN,-0.558885583395031,NaN,NaN,-0.363531638574913,-0.375296365100653,NaN,-0.674674581226173,-0.579356853615154,-0.468605547538372,NaN,NaN,NaN,NaN,NaN,-0.691205884726394,NaN,NaN,NaN,NaN,NaN,-0.499773247441871,NaN,NaN,NaN
1020,NaN,NaN,NaN,NaN,-0.57152489234841,NaN,NaN,-0.3495597275184,-0.376288992132371,NaN,-0.651066787399672,-0.595120427036977,-0.49752196131979,NaN,NaN,NaN,NaN,NaN,-0.682101314747572,NaN,NaN,NaN,NaN,NaN,-0.521603278436368,NaN,NaN,NaN
1030,NaN,NaN,NaN,NaN,-0.532866533592404,NaN,NaN,-0.368401984957103,-0.386980488107528,NaN,-0.686592617099864,-0.575989284703336,-0.523582834943358,NaN,NaN,NaN,NaN,NaN,-0.701035359194507,NaN,NaN,NaN,NaN,NaN,-0.54422458106117,NaN,NaN,NaN
1040,NaN,NaN,NaN,NaN,-0.537833174939573,NaN,NaN,-0.395732975394435,-0.390282942088541,NaN,-0.676220685169735,-0.593752512605984,NaN,NaN,NaN,NaN,NaN,NaN,-0.699738945966379,NaN,NaN,NaN,NaN,NaN,-0.561779566406262,NaN,NaN,NaN
1050,NaN,NaN,NaN,NaN,-0.555905323100484,NaN,NaN,-0.391221637678819,-0.394662171627234,NaN,-0.680408827430719,-0.581822330293278,NaN,NaN,NaN,NaN,NaN,NaN,-0.703131308640311,NaN,NaN,NaN,NaN,NaN,-0.550733820163319,NaN,NaN,NaN
1060,NaN,NaN,NaN,NaN,-0.562218466084093,NaN,NaN,-0.386597601044501,-0.382712329614266,NaN,-0.680961177353377,-0.613379655402932,NaN,NaN,NaN,NaN,NaN,NaN,-0.703328281305996,NaN,NaN,NaN,NaN,NaN,-0.581619084054451,NaN,NaN,NaN
1070,NaN,NaN,NaN,NaN,-0.560400256862377,NaN,NaN,-0.407342341451904,-0.384541182622747,NaN,-0.695491574162565,-0.599453074355941,NaN,NaN,NaN,NaN,NaN,NaN,-0.697278102466024,NaN,NaN,NaN,NaN,NaN,-0.537575219636768,NaN,NaN,NaN
1080,NaN,NaN,NaN,NaN,-0.613387281363097,NaN,NaN,-0.40517877265488,-0.375353090223066,NaN,-0.71821142573072,-0.592507439996375,NaN,NaN,NaN,NaN,NaN,NaN,-0.708882459682662,NaN,NaN,NaN,NaN,NaN,-0.552898015065448,NaN,NaN,NaN
1080,NaN,NaN,NaN,NaN,-0.597467056444279,NaN,NaN,-0.40517877265488,-0.375353090223066,NaN,-0.71821142573072,-0.592507439996375,NaN,NaN,NaN,NaN,NaN,NaN,-0.708882459682662,NaN,NaN,NaN,NaN,NaN,-0.552898015065448,NaN,NaN,NaN
1090,NaN,NaN,NaN,NaN,-0.569650834551427,NaN,NaN,-0.370185507956062,-0.398435707088419,NaN,-0.692356540686335,-0.594900413703468,NaN,NaN,NaN,NaN,NaN,NaN,-0.69238471541601,NaN,NaN,NaN,NaN,NaN,-0.565397577359638,NaN,NaN,NaN
1100,NaN,NaN,NaN,NaN,-0.622751935402077,NaN,NaN,-0.379157343652858,-0.387692870494742,NaN,-0.693998313489772,-0.581754585721036,NaN,NaN,NaN,NaN,NaN,NaN,-0.695829420476628,NaN,NaN,NaN,NaN,NaN,-0.563989466980975,NaN,NaN,NaN
1110,NaN,NaN,NaN,NaN,-0.597459417962011,NaN,NaN,-0.385493902967353,-0.373252883262556,NaN,-0.718406770523136,-0.596249670202365,NaN,NaN,NaN,NaN,NaN,NaN,-0.704188424497729,NaN,NaN,NaN,NaN,NaN,-0.571811648485995,NaN,NaN,NaN
1120,NaN,NaN,NaN,NaN,-0.606958559377308,NaN,NaN,-0.397235377201745,NaN,NaN,-0.712785473679332,-0.601828266678083,NaN,NaN,NaN,NaN,NaN,NaN,-0.720158988266901,NaN,NaN,NaN,NaN,NaN,-0.548337841151728,NaN,NaN,NaN
1130,NaN,NaN,NaN,NaN,-0.62578453808331,NaN,NaN,-0.384112089003053,NaN,NaN,-0.715236174277004,-0.583513314957881,NaN,NaN,NaN,NaN,NaN,NaN,-0.708191615311023,NaN,NaN,NaN,NaN,NaN,-0.555075483395779,NaN,NaN,NaN
1140,NaN,NaN,NaN,NaN,-0.619142689920155,NaN,NaN,-0.39193038865643,NaN,NaN,-0.734522089792328,-0.627993825075021,NaN,NaN,NaN,NaN,NaN,NaN,-0.746312024561762,NaN,NaN,NaN,NaN,NaN,-0.586269041440069,NaN,NaN,NaN
1150,NaN,NaN,NaN,NaN,-0.602800595382332,NaN,NaN,-0.409816708822503,NaN,NaN,-0.729741526882037,-0.622124340168033,NaN,NaN,NaN,NaN,NaN,NaN,-0.735831025122534,NaN,NaN,NaN,NaN,NaN,-0.581109935383962,NaN,NaN,NaN
1160,NaN,NaN,NaN,NaN,-0.612979186056377,NaN,NaN,-0.404564563547957,NaN,NaN,-0.760414165479885,-0.619639203789648,NaN,NaN,NaN,NaN,NaN,NaN,-0.768722705429612,NaN,NaN,NaN,NaN,NaN,-0.57639511350958,NaN,NaN,NaN
1170,NaN,NaN,NaN,NaN,-0.625457335556014,NaN,NaN,-0.413639831807916,NaN,NaN,-0.749260103053969,-0.649745467710511,NaN,NaN,NaN,NaN,NaN,NaN,-0.786851453491915,NaN,NaN,NaN,NaN,NaN,-0.613523271391663,NaN,NaN,NaN
1180,NaN,NaN,NaN,NaN,-0.623130102884831,NaN,NaN,-0.42790112864345,NaN,NaN,-0.778467029603595,-0.613821435164241,NaN,NaN,NaN,NaN,NaN,NaN,-0.795933483686996,NaN,NaN,NaN,NaN,NaN,-0.612616671201222,NaN,NaN,NaN
1190,NaN,NaN,NaN,NaN,-0.634726821619202,NaN,NaN,NaN,NaN,NaN,-0.798750706212489,-0.63935237342787,NaN,NaN,NaN,NaN,NaN,NaN,-0.800621383041911,NaN,NaN,NaN,NaN,NaN,-0.618627280198628,NaN,NaN,NaN
1200,NaN,NaN,NaN,NaN,-0.627546523066696,NaN,NaN,NaN,NaN,NaN,-0.782946435958912,-0.63172941856691,NaN,NaN,NaN,NaN,NaN,NaN,-0.801930694035179,NaN,NaN,NaN,NaN,NaN,-0.599262851103275,NaN,NaN,NaN
