times,stress 3 C: 2,stress 4 C: 2,stress 5 C: 2,stress 10 C: 2,stress 11 C: 0.12,stress 8 C: 2,stress 9 C: 2,stress 12 C: 1,stress 13 C: 1,stress 20 C: 1,stress 21 C: 0.1,stress 16 C: 0.1,stress 17 C: 1,stress 18 C: 1,stress 19 C: 1,stress 22 C: 1,stress 23 C: 1,stress 24 C: 1,stress 25 C: 0.1,stress 26 C: 2,stress 40 C: 1,stress 44 C: 1,stress 30 C: 0.1,stress 32 C: 1,stress 35 C: 0.1,stress 37 C: 2,stress 38 C: 2,stress 39 C: 2
90,NaN,NaN,NaN,NaN,0.0283221148168002,NaN,NaN,-0.00737797621253873,-0.0304019608393317,-0.0184337864689209,0.00291076262801485,0.0197437486114973,-0.0289266318167141,-0.0476113737333788,-0.0268056506888564,-0.0495165239098214,0.0165960427679639,-0.0014002214543542,0.037880235332884,NaN,-0.0624690106361699,-0.0287570074219667,0.0249868529283432,-0.0315392932826617,-0.0233117713333788,NaN,NaN,NaN
100,-0.0592733827079842,-0.0488396291598968,-0.0548625849499521,-0.0280150728738492,0.0222565337912715,-0.130255531919733,-0.0532710257758469,0.00192563508323181,-0.0288051173381499,0.00383702251871937,-0.0122067955476078,-0.023927094907386,-0.0127331245421474,-0.0813798391058516,-0.0383939796148352,-0.0509452957569131,-0.0186626904949055,0.000578521116000319,0.0242202498391325,-0.0234701759246644,-0.0861744768588788,-0.0178202034671024,0.04039429776707,-0.0485689764455844,-0.024141736259104,-0.0703869862220867,-0.0934455606514494,-0.0691054742954311
110,NaN,NaN,NaN,NaN,-0.0112581210941837,NaN,NaN,0.007560042567911,-0.0172327916586266,-0.0189410568240978,-0.0216096419979255,0.00079453989894674,-0.012811638122176,-0.0856409852219505,-0.0817279660657202,-0.0712989709164223,-0.0114290477875476,0.0323996869164364,-0.00870286094416145,NaN,-0.0644328519050518,-0.0365795645900495,0.0268004289722898,-0.0843110628486619,-0.0183708002954691,NaN,NaN,NaN
120,-0.0788010624481269,-0.0497483706297942,-0.072296105904888,-0.0183502640480612,0.0121590863386911,-0.120865708455576,-0.0501834510664917,0.00611936220174307,-0.0426809963938271,-0.0448673178503274,-0.00774654800846983,0.00652912420024938,-0.0267591310796369,-0.0745977433994239,-0.0803393901662985,-0.0839171175172901,-0.00797595291853759,0.00503663989778502,-0.022872370771464,-0.0388644725562092,-0.0512180271401707,-0.032979460242645,0.03932253105022,-0.0652629420517977,-0.0362281944057428,-0.0475174955341007,-0.0736111770651121,-0.102794436841811
120,-0.0788010624481269,-0.0497483706297942,-0.072296105904888,-0.0183502640480612,0.0150531945709422,-0.120865708455576,-0.0501834510664917,0.00611936220174307,-0.0426809963938271,-0.0448673178503274,-0.00774654800846983,0.00652912420024938,-0.0267591310796369,-0.0745977433994239,-0.0803393901662985,-0.0839171175172901,-0.00797595291853759,0.00503663989778502,-0.022872370771464,-0.0388644725562092,-0.0512180271401707,-0.032979460242645,0.03932253105022,-0.0652629420517977,-0.0362281944057428,-0.0475174955341007,-0.0736111770651121,-0.102794436841811
130,NaN,NaN,NaN,NaN,0.0269384225371889,NaN,NaN,-0.0197411239789018,-0.052415039922004,-0.0579614295511774,-0.0231869259756616,-0.0204086847539375,-0.0570497579093937,-0.0877945363373129,-0.0772067358894628,-0.0850012811151973,0.00564496361673089,-0.0219769152518713,-0.0176735696517698,NaN,-0.0462521371191259,-0.0922603436897735,0.00610815617259353,-0.0771555580582702,-0.0290066981374005,NaN,NaN,NaN
140,-0.11548249433858,-0.0632837987741767,-0.0984710558783853,-0.0756481474101289,-0.0222781970278662,-0.119996549350347,-0.122112534159475,-0.0137220199874457,-0.0507364020500491,-0.0611013466472183,-0.0290195959025407,-0.0111694771335742,-0.0906309051568828,-0.0746381897891357,-0.0795993339334928,-0.0930284494312336,0.00989095798931544,-0.0118519191747193,-0.0235160068182696,-0.0678372357969784,-0.0578301979214009,-0.115328560137736,-0.0109683596521005,-0.111239092041126,-0.0283621855434495,-0.0868985048010246,-0.0722113312738202,-0.0890762235733975
150,NaN,NaN,NaN,NaN,-0.0416447548805721,NaN,NaN,-0.000567303816958962,-0.0303127659062306,-0.0465336339738376,-0.023098770377033,-0.0381610184277775,-0.092061680540307,-0.0969212704368123,-0.0638157251483451,-0.097413564357904,0.000287006579626103,-0.0238825287460906,-0.0562145963113062,NaN,-0.0822725898513956,-0.111285173376773,-0.0106807269673706,-0.121662740252836,-0.024845728837925,NaN,NaN,NaN
160,-0.134881108772606,-0.0738657138340502,-0.109235680929678,-0.0853540287307326,-0.0147166004670872,-0.138734247236699,-0.0999342635061911,-0.0150094824170085,-0.044870298110622,-0.0557437652731759,-0.0412758537533563,-0.0345887632353939,-0.0941392224960564,-0.0854264816133555,-0.0857384196982188,-0.0926809610985711,-0.0148967935159889,-0.0496699196602761,-0.0559659073640385,-0.103528232023578,-0.0583230678591883,-0.10705395508464,-0.0207898199748834,-0.0999480378184769,-0.0566721539212338,-0.0992134913105858,-0.0699949192060267,-0.0629894291985287
170,NaN,NaN,NaN,NaN,-0.070386234895962,NaN,NaN,-0.0171298912848012,-0.0448074246360887,-0.0659267386829487,-0.0737482940828654,-0.0635601866112407,-0.112631487181681,-0.0995000721387412,-0.0754173275025265,-0.0888410584963738,-0.0276479248409243,-0.0663142977422607,-0.0778492825133876,NaN,-0.0812264934438055,-0.0988895445298297,-0.034100939704744,-0.118422771561193,-0.0700535226437514,NaN,NaN,NaN
180,-0.147968959422417,-0.0987443006678277,-0.099280860219765,-0.118346261517497,-0.102345644703338,-0.183114830979258,-0.126926030198232,-0.0359529222879738,-0.0687659625417924,-0.0536127539415538,-0.0794890517804925,-0.0757091425693506,-0.120755827009842,-0.145808183054155,-0.0910544276933626,-0.0695707956086472,-0.0550308820018794,-0.0691199999338417,-0.084672951598714,-0.0825081305914814,-0.0793442962804716,-0.103035612527832,-0.0145963882871392,-0.121512475027901,-0.0827108634241233,-0.146412925451907,-0.118718418391253,-0.0624352009605595
190,NaN,NaN,NaN,NaN,-0.089446877794904,NaN,NaN,-0.0134499322402352,-0.0496553940218656,-0.0623823576897906,-0.0980190079933719,-0.072830561743676,-0.133872228052391,-0.161586282114389,-0.0851214557288392,-0.0816822979594419,-0.0415671178476891,-0.0793792329452691,-0.110621877629705,NaN,-0.0806554855890517,-0.114022504891008,-0.0257818811892711,-0.122599643930307,-0.0899478870990421,NaN,NaN,NaN
200,-0.169394902182859,-0.0927901663507927,-0.113653603763792,-0.168771138712051,-0.0576998428387692,-0.179711824518559,-0.127795940629586,-0.00689867898119367,-0.0612951011326702,-0.0554587622298822,-0.0987410323991854,-0.107731914213241,-0.102414704096298,-0.131133782071071,-0.112243953166573,-0.0764314048951035,-0.0770171888303091,-0.0935239490104574,-0.0620425078393957,-0.0968202671614515,-0.0754583123426276,-0.109698623043499,-0.0596716982529812,-0.105816520957299,-0.0781794903451827,NaN,NaN,NaN
210,NaN,NaN,NaN,NaN,-0.0790892210611441,NaN,NaN,-0.0132081204314287,-0.045133337386871,-0.0552559041762198,-0.117737436914468,-0.0870783347089657,-0.110366614578846,-0.139158821629754,-0.117880652195933,-0.113572460542327,-0.0809596474485247,-0.0909194769992687,-0.0933408758780781,NaN,-0.106839952360128,-0.102073915088247,-0.0681253693657918,-0.114225488165691,-0.110095323237328,NaN,NaN,NaN
220,-0.159745620763648,-0.113431362748323,-0.13517358751084,-0.143745592488287,-0.104550035553137,-0.195708434260053,-0.145048517209495,-0.0161062570239184,-0.0497205465189771,-0.0961693682954408,-0.114423963483627,-0.115032424945695,-0.136374895373686,-0.112401343467591,-0.125350837411543,-0.120292947506532,-0.0871276592690506,-0.0856283879872601,-0.117477227633288,-0.131832064571344,-0.118758614338923,-0.167875057087355,-0.0825563406844815,-0.14526289559707,-0.121354946983761,NaN,NaN,NaN
230,NaN,NaN,NaN,NaN,-0.0827253890625333,NaN,NaN,-0.0239567910724638,-0.0705490597892813,-0.0661506338681021,-0.124144495663661,-0.124085779527018,-0.137522170366066,-0.128063112199521,-0.111132240944095,-0.14362237500384,-0.0889799286084181,-0.0992600735303156,-0.0880927376761967,NaN,-0.114961912988894,-0.171647966443435,-0.0703742136779673,-0.10393507512009,-0.130440733809466,NaN,NaN,NaN
240,-0.20309363196886,-0.132859680860688,-0.138456757454652,-0.165847853981958,-0.108668429705547,-0.232419731363962,-0.199154892414961,-0.0512548058061836,-0.0819264163394512,-0.0902600631038449,-0.132822061961625,-0.122449015564412,-0.141140431761484,-0.153993004635353,-0.120991392794132,-0.144400999311046,-0.0939832597146758,-0.0879613808253993,-0.113360085691086,-0.127094953355263,-0.118949826837653,-0.150145012755213,-0.101491762562644,-0.113409297552252,-0.15846156685027,NaN,NaN,NaN
250,NaN,NaN,NaN,NaN,-0.0758885717700251,NaN,NaN,-0.0162763347187612,-0.0640676197537447,-0.104695291937241,-0.138984313615196,-0.143235579792755,-0.150232730080269,-0.14914319450057,-0.0999199507435163,-0.157293880831503,-0.110781659652219,-0.0954028904272509,-0.118933047220868,NaN,-0.146163986062598,-0.141675062909701,-0.112754767276639,-0.1089146142324,-0.155503721118443,NaN,NaN,NaN
260,-0.242595229078794,-0.131619951432036,-0.156423719958108,-0.175469461555577,-0.0796206590733316,-0.239145352390018,-0.173303638780178,-0.0157968058285277,-0.0860864715254749,-0.132447400667454,-0.149099792894768,-0.137416058073058,-0.14579326923058,-0.152945906459596,-0.115996451496267,-0.143293294161232,-0.108433890733628,-0.0984609129757022,-0.154830407689712,-0.153431939329649,-0.154301474097941,-0.132099411450708,-0.141175055373729,-0.114335181779894,-0.157512892396847,NaN,NaN,NaN
270,NaN,NaN,NaN,NaN,-0.1077063566029,NaN,NaN,-0.0160780434757266,-0.0860073443624445,-0.151256349314629,-0.138900791194336,-0.141576150825388,-0.125234732481076,-0.185103415921845,-0.136780386083174,-0.156896679753592,-0.103443081729448,-0.117465081194273,-0.144161952382378,NaN,-0.176244078790118,-0.157935012457894,-0.135439431737954,-0.158924133301029,-0.174969454019606,NaN,NaN,NaN
