time_s,stress_MPa,ox_red,NsChanges,x_Q_Qo__mA_h,Ewe_V,halfCycle,x_I__mA,cycleNumber
70810,NaN,0,0,-9.02882039044917,0.048439536,0,-0.459015473705597,0
70820,NaN,0,0,-9.03009545633886,0.048477706,0,-0.459014659006672,0
70830,NaN,0,0,-9.03137051911325,0.048363194,0,-0.459013538398463,0
70840,NaN,0,0,-9.03264560001259,0.048420448,0,-0.459020063780989,0
70850,NaN,0,0,-9.03392068397266,0.048420448,0,-0.459021166148897,0
70860,NaN,0,0,-9.03519578482625,0.048382279,0,-0.459027246225742,0
70870,NaN,0,0,-9.03647084001258,0.04830594,0,-0.459010805310538,0
70880,NaN,0,0,-9.03774593795035,0.048248682,0,-0.459026196270512,0
70890,NaN,0,0,-9.0390210092934,0.048325025,0,-0.4590166239165,0
70900,NaN,0,0,-9.04029608772531,0.04830594,0,-0.459019175266147,0
70910,NaN,0,0,-9.04157121967981,0.04830594,0,-0.459038443567739,0
70920,NaN,0,0,-9.04284630848841,0.04817234,0,-0.459022910030176,0
70930,NaN,0,0,-9.04412142095714,0.048286851,0,-0.459031426759996,0
70940,NaN,0,0,-9.04539654520675,0.048210513,0,-0.45903566933328,0
70950,NaN,0,0,-9.04667163316952,0.048210513,0,-0.45902260615793,0
70960,NaN,0,0,-9.04794671456634,0.048096001,0,-0.459020242709771,0
70970,NaN,0,0,-9.04922177953598,0.048191428,0,-0.459014328073303,0
70980,NaN,0,0,-9.0504968742239,0.048153255,0,-0.459025025785758,0
70990,NaN,0,0,-9.05177198302544,0.048096001,0,-0.459030107725546,0
71000,NaN,0,0,-9.05304712563404,0.048076916,0,-0.459042279248954,0
71010,NaN,0,0,-9.05432229855453,0.048115086,0,-0.459053190709939,0
71020,NaN,0,0,-9.05559741138811,0.048076916,0,-0.459031558034843,0
71030,NaN,0,0,-9.05687255022587,0.047981489,0,-0.459040920399595,0
71040,NaN,0,0,-9.05814768826499,0.047962405,0,-0.459040633216311,0
71050,NaN,0,0,-9.05942274355698,0.047962405,0,-0.459010845291859,0
71060,NaN,0,0,-9.06069783250553,0.047981489,0,-0.459022961255141,0
71070,NaN,0,0,-9.06197290905788,0.047981489,0,-0.459018497830144,0
71080,NaN,0,0,-9.06324799346277,0.047905147,0,-0.459021323593334,0
71090,NaN,0,0,-9.06452305704101,0.047886062,0,-0.459013826476191,0
71100,NaN,0,0,-9.06579814341284,0.047847893,0,-0.459022034263877,0
71110,NaN,0,0,-9.06707326580781,0.047847893,0,-0.459035002287924,0
71120,NaN,0,0,-9.06834835320579,0.047809724,0,-0.459022402744072,0
71130,NaN,0,0,-9.06962341577591,0.047924232,0,-0.459013464842348,0
71140,NaN,0,0,-9.0708984826887,0.047733381,0,-0.459015026956157,0
71150,NaN,0,0,-9.07217354604383,0.047714297,0,-0.459013747641837,0
71160,NaN,0,0,-9.07344865108029,0.047657039,0,-0.459028752575937,0
71170,NaN,0,0,-9.07472374002887,0.047695212,0,-0.459022960940484,0
71180,NaN,0,0,-9.07599883234673,0.047676124,0,-0.459024172774033,0
71190,NaN,0,0,-9.07727392047784,0.0475807,0,-0.459022665507571,0
71200,NaN,0,0,-9.07854901882842,0.047561616,0,-0.459026345555648,0
71210,NaN,0,0,-9.07982413504079,0.047657039,0,-0.459032776745091,0
71220,NaN,0,0,-9.08109925169396,0.047561616,0,-0.459032934687167,0
71230,NaN,0,0,-9.08237434346243,0.04761887,0,-0.459023975550577,0
71240,NaN,0,0,-9.08364940947964,0.047657039,0,-0.459014704938275,0
71250,NaN,0,0,-9.08492448403059,0.047599785,0,-0.459017777249243,0
71260,NaN,0,0,-9.08619950551462,0.0475807,0,-0.458998674308001,0
71270,NaN,0,0,-9.08747453212696,0.047485273,0,-0.459000520325121,0
71280,NaN,0,0,-9.08874956053933,0.047389846,0,-0.459001167435209,0
71290,NaN,0,0,-9.0900245856701,0.047408931,0,-0.458999985223225,0
71300,NaN,0,0,-9.09129958982539,0.047408931,0,-0.458992434666197,0
71310,NaN,0,0,-9.09257460408298,0.047408931,0,-0.458996073306022,0
71320,NaN,0,0,-9.09384969762147,0.047294419,0,-0.459024613629517,0
71330,NaN,0,0,-9.09512476051042,0.047275335,0,-0.459013580630139,0
71340,NaN,0,0,-9.09639982497099,0.047370762,0,-0.459014144603104,0
71350,NaN,0,0,-9.09767486369799,0.047179908,0,-0.459004880387997,0
71360,NaN,0,0,-9.0989498517326,0.047198996,0,-0.458986631718271,0
71370,NaN,0,0,-9.10022487793709,0.047218081,0,-0.45900037390086,0
71380,NaN,0,0,-9.10149991719055,0.047198996,0,-0.459005071668242,0
71390,NaN,0,0,-9.10277492900397,0.04725625,0,-0.458995192232504,0
71400,NaN,0,0,-9.10404995776618,0.047294419,0,-0.459001293785746,0
71410,NaN,0,0,-9.10532500084095,0.047084484,0,-0.459006447054185,0
71420,NaN,0,0,-9.10660005752392,0.047218081,0,-0.459011346741766,0
71430,NaN,0,0,-9.10787509928285,0.047218081,0,-0.459005974376144,0
71440,NaN,0,0,-9.10915014664284,0.047122654,0,-0.459007988405031,0
71450,NaN,0,0,-9.11042524354731,0.047237165,0,-0.459025824181368,0
71460,NaN,0,0,-9.11170033772016,0.047141738,0,-0.459024841457142,0
71470,NaN,0,0,-9.11297545065215,0.047046311,0,-0.459031595370444,0
71480,NaN,0,0,-9.11425053219071,0.046989057,0,-0.459020294156754,0
71490,NaN,0,0,-9.11552560764265,0.0470654,0,-0.459018102275789,0
71500,NaN,0,0,-9.11680067603603,0.047008142,0,-0.459015560329103,0
71510,NaN,0,0,-9.11807576425469,0.047084484,0,-0.459022698436174,0
71520,NaN,0,0,-9.11935085994472,0.046817292,0,-0.459025388865643,0
71530,NaN,0,0,-9.1206259195358,0.046855461,0,-0.459012392081766,0
71540,NaN,0,0,-9.12190096380162,0.046855461,0,-0.45900687540129,0
71550,NaN,0,0,-9.12317600786627,0.046817292,0,-0.459006801533512,0
71560,NaN,0,0,-9.12445106207087,0.046855461,0,-0.459010452590355,0
71570,NaN,0,0,-9.12572608312146,0.046683691,0,-0.458998518332716,0
71580,NaN,0,0,-9.12700113816982,0.046550095,0,-0.459010757395819,0
71590,NaN,0,0,-9.12827619634726,0.046626437,0,-0.459011885309178,0
71600,NaN,0,0,-9.12955126255431,0.046569183,0,-0.459014773687332,0
71610,NaN,0,0,-9.13082632710028,0.046473756,0,-0.459014175202352,0
71620,NaN,0,0,-9.13210139689181,0.046492841,0,-0.459016063601213,0
71630,NaN,0,0,-9.13337641365896,0.04653101,0,-0.458996977478358,0
71640,NaN,0,0,-9.13465145676085,0.046511926,0,-0.459006456943076,0
71650,NaN,0,0,-9.13592648771646,0.046378329,0,-0.459002084046527,0
71660,NaN,0,0,-9.13720150827154,0.046397414,0,-0.458998337902016,0
71670,NaN,0,0,-9.13847654157719,0.046397414,0,-0.45900292843049,0
71680,NaN,0,0,-9.13975156758298,0.046397414,0,-0.459000302800136,0
71690,NaN,0,0,-9.1410265863348,0.046301987,0,-0.45899769049556,0
71700,NaN,0,0,-9.1423015991745,0.046263818,0,-0.458995562411473,0
71710,NaN,0,0,-9.14357662059826,0.04634016,0,-0.458998651196314,0
71720,NaN,0,0,-9.14485163710744,0.046206564,0,-0.458996882649403,0
71730,NaN,0,0,-9.14612664918828,0.046321075,0,-0.458995288725382,0
71740,NaN,0,0,-9.14740165784266,0.046225648,0,-0.458994055586474,0
71750,NaN,0,0,-9.14867665077557,0.046263818,0,-0.458988396649572,0
71760,NaN,0,0,-9.14995165349801,0.046206564,0,-0.458991918941837,0
71770,NaN,0,0,-9.15122671946605,0.046168391,0,-0.459014686994651,0
71780,NaN,0,0,-9.15250177819104,0.046149306,0,-0.459012080295762,0
71790,NaN,0,0,-9.15377684463012,0.046053879,0,-0.459014857953989,0
71800,NaN,0,0,-9.1550519134153,0.045996625,0,-0.459015703339166,0
71810,NaN,0,0,-9.1563269489291,0.045939367,0,-0.459003724693153,0
71820,NaN,0,0,-9.15760203894109,0.046053879,0,-0.459023342722159,0
71830,NaN,0,0,-9.15887714560882,0.045996625,0,-0.459029339293286,0
71840,NaN,0,0,-9.16015221658802,0.046034794,0,-0.459016492748363,0
71850,NaN,0,0,-9.16142723916173,0.04601571,0,-0.458999066486913,0
71860,NaN,0,0,-9.16270227994449,0.045901198,0,-0.459005620833178,0
71870,NaN,0,0,-9.16397730125305,0.045805771,0,-0.458998610208819,0
71880,NaN,0,0,-9.16525233535533,0.045920283,0,-0.459003215058218,0
71890,NaN,0,0,-9.16652736299011,0.045843944,0,-0.45900088801891,0
71900,NaN,0,0,-9.16780241970658,0.045767602,0,-0.459011358502743,0
71910,NaN,0,0,-9.16907744363257,0.045786686,0,-0.45899955391245,0
71920,NaN,0,0,-9.17035246117915,0.045863029,0,-0.458997255754085,0
71930,NaN,0,0,-9.1716275001282,0.045748517,0,-0.459004960641105,0
71940,NaN,0,0,-9.17290254381479,0.045843944,0,-0.459006666150327,0
71950,NaN,0,0,-9.17417762506049,0.045824859,0,-0.459020188425526,0
71960,NaN,0,0,-9.17545269334942,0.045691259,0,-0.45901552519396,0
71970,NaN,0,0,-9.17672774492245,0.045748517,0,-0.459009504282895,0
71980,NaN,0,0,-9.17800276097971,0.045691259,0,-0.458996719746593,0
71990,NaN,0,0,-9.1792777618244,0.045576748,0,-0.458991243374813,0
72000,NaN,0,0,-9.18055273801969,0.045672175,0,-0.458982371230991,0
72010,NaN,0,0,-9.18182771826756,0.045576748,0,-0.458983830195714,0
72020,NaN,0,0,-9.18310276251692,0.045519494,0,-0.459006869501692,0
72030,NaN,0,0,-9.18437775439219,0.04546224,0,-0.458988014477279,0
72040,NaN,0,0,-9.18565274298994,0.045481324,0,-0.458986834213008,0
72050,NaN,0,0,-9.18692774342667,0.045557663,0,-0.458991098165728,0
72060,NaN,0,0,-9.18820275357444,0.045519494,0,-0.458994594031678,0
72070,NaN,0,0,-9.18947774645683,0.045309555,0,-0.458988378364573,0
72080,NaN,0,0,-9.19075276569961,0.045309555,0,-0.45899786687072,0
72090,NaN,0,0,-9.19202777923894,0.045347728,0,-0.458995813283938,0
72100,NaN,0,0,-9.19330276773736,0.045443151,0,-0.458986799715837,0
72110,NaN,0,0,-9.19457774738697,0.045385897,0,-0.458983615005124,0
72120,NaN,0,0,-9.19585273899055,0.04529047,0,-0.458987918002186,0
72130,NaN,0,0,-9.1971277765064,0.045309555,0,-0.459004444928645,0
72140,NaN,0,0,-9.19840281905568,0.045233216,0,-0.459006256583168,0
72150,NaN,0,0,-9.19967789983095,0.045271385,0,-0.45902001805472,0
72160,NaN,0,0,-9.20095291027998,0.045252301,0,-0.458994702451576,0
72170,NaN,0,0,-9.20222787512472,0.045118704,0,-0.458978285906233,0
72180,NaN,0,0,-9.20350288564126,0.045233216,0,-0.458994725089501,0
72190,NaN,0,0,-9.20477791778702,0.04509962,0,-0.459002511121586,0
72200,NaN,0,0,-9.20605295116062,0.045118704,0,-0.459002953076878,0
72210,NaN,0,0,-9.20732794627116,0.045080531,0,-0.458989179595524,0
72220,NaN,0,0,-9.20860297920767,0.045061447,0,-0.45900279793633,0
72230,NaN,0,0,-9.20987798945811,0.044985108,0,-0.4589946302394,0
72240,NaN,0,0,-9.21115298814813,0.045080531,0,-0.45899046646915,0
72250,NaN,0,0,-9.21242800308678,0.045023277,0,-0.458996317417829,0
72260,NaN,0,0,-9.21370301877576,0.045137789,0,-0.45899658877725,0
72270,NaN,0,0,-9.21497809593715,0.044985108,0,-0.459018718037244,0
72280,NaN,0,0,-9.21625315749911,0.045004193,0,-0.459013102186893,0
72290,NaN,0,0,-9.21752826387048,0.044966023,0,-0.459029232089445,0
72300,NaN,0,0,-9.21880333273241,0.044851512,0,-0.459015728300685,0
72310,NaN,0,0,-9.22007838250127,0.044851512,0,-0.459008857205202,0
72320,NaN,0,0,-9.22135337162659,0.044737,0,-0.458987025557316,0
72330,NaN,0,0,-9.22262836599938,0.04492785,0,-0.45898891493119,0
72340,NaN,0,0,-9.22390338024791,0.044813339,0,-0.458996068088275,0
72350,NaN,0,0,-9.225178410779,0.044698827,0,-0.459001930583841,0
72360,NaN,0,0,-9.22645346544695,0.044737,0,-0.459010620038789,0
72370,NaN,0,0,-9.22772850290879,0.044756085,0,-0.459004427583925,0
72380,NaN,0,0,-9.22900352442292,0.044794254,0,-0.458998685850233,0
72390,NaN,0,0,-9.23027855769669,0.044737,0,-0.459002917743566,0
72400,NaN,0,0,-9.23155360218098,0.044698827,0,-0.45900695299367,0
72410,NaN,0,0,-9.23282864080857,0.044698827,0,-0.459004844693269,0
72420,NaN,0,0,-9.23410366192791,0.044584315,0,-0.458998543188206,0
72430,NaN,0,0,-9.23537864912293,0.044584315,0,-0.458986330572454,0
72440,NaN,0,0,-9.23665364036088,0.044584315,0,-0.458987786203022,0
72450,NaN,0,0,-9.23792866619892,0.044584315,0,-0.459000239924931,0
72460,NaN,0,0,-9.23920373618697,0.044546146,0,-0.459016134354573,0
72470,NaN,0,0,-9.240478784191,0.044565231,0,-0.459008220802992,0
72480,NaN,0,0,-9.2417538192879,0.044488892,0,-0.459003575929634,0
72490,NaN,0,0,-9.2430288929286,0.044431634,0,-0.459017451060576,0
72500,NaN,0,0,-9.24430395123809,0.04441255,0,-0.459011929480198,0
72510,NaN,0,0,-9.24557901132515,0.044336207,0,-0.459012569743063,0
72520,NaN,0,0,-9.2468541030345,0.044469807,0,-0.459023954414888,0
72530,NaN,0,0,-9.24812922631884,0.044259869,0,-0.45903532168679,0
72540,NaN,0,0,-9.24940429912726,0.04437438,0,-0.459017150888632,0
72550,NaN,0,0,-9.25067932391837,0.044355296,0,-0.458999864572546,0
72560,NaN,0,0,-9.25195433878056,0.044336207,0,-0.458996289495372,0
72570,NaN,0,0,-9.25322935832028,0.044145357,0,-0.458997974107842,0
72580,NaN,0,0,-9.2545043826383,0.044202611,0,-0.458999695507908,0
72590,NaN,0,0,-9.25577935968529,0.044183526,0,-0.458982678018359,0
72600,NaN,0,0,-9.25705433306874,0.044145357,0,-0.458981358233587,0
72610,NaN,0,0,-9.25832930486382,0.044088099,0,-0.458980785699123,0
72620,NaN,0,0,-9.2596043158626,0.044126272,0,-0.458994897800936,0
72630,NaN,0,0,-9.26087931274031,0.044240784,0,-0.458989815865438,0
72640,NaN,0,0,-9.26215436463865,0.044126272,0,-0.45900962425464,0
72650,NaN,0,0,-9.26342941911289,0.044030845,0,-0.45901055083614,0
72660,NaN,0,0,-9.26470451712145,0.044107188,0,-0.459026221189927,0
72670,NaN,0,0,-9.26597959572718,0.044107188,0,-0.459019236803844,0
72680,NaN,0,0,-9.26725467266538,0.044011761,0,-0.459018637151687,0
72690,NaN,0,0,-9.26852977555441,0.043859079,0,-0.459027979881319,0
72700,NaN,0,0,-9.2698048629694,0.043897249,0,-0.459022410091226,0
72710,NaN,0,0,-9.2710799211434,0.043935418,0,-0.459011881258286,0
72720,NaN,0,0,-9.27235498259184,0.043916333,0,-0.459013060056061,0
72730,NaN,0,0,-9.27363007723435,0.043859079,0,-0.459025009688641,0
72740,NaN,0,0,-9.2749051017922,0.043878164,0,-0.458999780775601,0
72750,NaN,0,0,-9.27618010954597,0.043725483,0,-0.458993732125633,0
72760,NaN,0,0,-9.27745512383706,0.043706395,0,-0.458996083800061,0
72770,NaN,0,0,-9.27873016963985,0.043668225,0,-0.459007427867602,0
72780,NaN,0,0,-9.28000518326474,0.043820906,0,-0.458995843875438,0
72790,NaN,0,0,-9.2812802187404,0.043725483,0,-0.45900371210876,0
72800,NaN,0,0,-9.28255532034461,0.043725483,0,-0.459027517746475,0
72810,NaN,0,0,-9.2838304116207,0.043668225,0,-0.459023798347189,0
72820,NaN,0,0,-9.28510544263956,0.043649141,0,-0.459002106347291,0
72830,NaN,0,0,-9.28638047906966,0.04368731,0,-0.459004054201099,0
72840,NaN,0,0,-9.28765553271572,0.043649141,0,-0.459010252621997,0
72850,NaN,0,0,-9.28893059515656,0.043630056,0,-0.459013419317028,0
72860,NaN,0,0,-9.29020565977626,0.043572798,0,-0.459014202263983,0
72870,NaN,0,0,-9.29148064996028,0.043610971,0,-0.458987405623098,0
72880,NaN,0,0,-9.29275563958981,0.043534629,0,-0.458987205965193,0
72890,NaN,0,0,-9.29403070322304,0.043477375,0,-0.459013846191985,0
72900,NaN,0,0,-9.29530577188564,0.043534629,0,-0.45901565871703,0
72910,NaN,0,0,-9.29658082453799,0.04332469,0,-0.459009895475427,0
72920,NaN,0,0,-9.29785587605159,0.043401033,0,-0.45900948421863,0
72930,NaN,0,0,-9.29913087211168,0.043458287,0,-0.458989520526947,0
72940,NaN,0,0,-9.30040588170507,0.043401033,0,-0.4589943926945,0
72950,NaN,0,0,-9.30168090853596,0.043305606,0,-0.459000599274681,0
72960,NaN,0,0,-9.30295593660545,0.04332469,0,-0.459001044845166,0
72970,NaN,0,0,-9.30423093965693,0.043286521,0,-0.458992038249793,0
72980,NaN,0,0,-9.30550592762245,0.043305606,0,-0.458986606267894,0
72990,NaN,0,0,-9.30678096726447,0.043286521,0,-0.459005210114375,0
73000,NaN,0,0,-9.30805599126777,0.043114755,0,-0.458999580574273,0
73010,NaN,0,0,-9.30933098859323,0.043057498,0,-0.458989978130609,0
73020,NaN,0,0,-9.3106060321645,0.043152925,0,-0.459006625646253,0
73030,NaN,0,0,-9.31188107374752,0.043038413,0,-0.45900590906756,0
73040,NaN,0,0,-9.31315614161457,0.04313384,0,-0.459015370526036,0
73050,NaN,0,0,-9.31443121065131,0.043076582,0,-0.459015793061918,0
73060,NaN,0,0,-9.31570625052195,0.043057498,0,-0.459005294459728,0
73070,NaN,0,0,-9.31698131599287,0.043019328,0,-0.459014510465797,0
73080,NaN,0,0,-9.31825635753081,0.042962071,0,-0.459005892536801,0
73090,NaN,0,0,-9.31953136009859,0.043000244,0,-0.458991862855664,0
73100,NaN,0,0,-9.32080642927298,0.042942986,0,-0.459015840868265,0
73110,NaN,0,0,-9.32208148586337,0.042904817,0,-0.459011312309532,0
73120,NaN,0,0,-9.32335656722368,0.042923901,0,-0.45902023049019,0
73130,NaN,0,0,-9.32463163451436,0.042942986,0,-0.459015163752809,0
73140,NaN,0,0,-9.32590667230949,0.042847559,0,-0.459004545473754,0
73150,NaN,0,0,-9.32718169438129,0.042847559,0,-0.458998884003304,0
73160,NaN,0,0,-9.32845675645851,0.04280939,0,-0.45901328853541,0
73170,NaN,0,0,-9.3297318604521,0.042847559,0,-0.459028376932835,0
73180,NaN,0,0,-9.33100695044907,0.04277122,0,-0.459023338780022,0
73190,NaN,0,0,-9.33228206333489,0.042847559,0,-0.459031577325526,0
73200,NaN,0,0,-9.333557118378,0.042637624,0,-0.459010754301891,0
73210,NaN,0,0,-9.33483223300648,0.042599451,0,-0.459032205913278,0
73220,NaN,0,0,-9.33610736623434,0.042675793,0,-0.459038902880635,0
73230,NaN,0,0,-9.33738250130987,0.042618539,0,-0.459039567446197,0
73240,NaN,0,0,-9.338657597841,0.042599451,0,-0.459025690339379,0
73250,NaN,0,0,-9.33993265448743,0.042618539,0,-0.459011330994637,0
73260,NaN,0,0,-9.34120770381986,0.042637624,0,-0.459008699052829,0
73270,NaN,0,0,-9.34248277558839,0.042542197,0,-0.459016777804903,0
73280,NaN,0,0,-9.34375781290611,0.042484943,0,-0.459004375364114,0
73290,NaN,0,0,-9.34503290931912,0.042561281,0,-0.4590256474451,0
73300,NaN,0,0,-9.34630802421851,0.04244677,0,-0.459032301497534,0
73310,NaN,0,0,-9.3475831591886,0.042313173,0,-0.459039527912601,0
73320,NaN,0,0,-9.34885831157099,0.042370431,0,-0.459045798037969,0
73330,NaN,0,0,-9.35013343341788,0.042484943,0,-0.459034804815657,0
73340,NaN,0,0,-9.35140855868692,0.042332258,0,-0.459036036349003,0
73350,NaN,0,0,-9.35268371337875,0.042427685,0,-0.459046627578136,0
73360,NaN,0,0,-9.35395886365604,0.042427685,0,-0.459045037514401,0
73370,NaN,0,0,-9.3552339925386,0.042255919,0,-0.459037338143907,0
73380,NaN,0,0,-9.35650910844061,0.042294089,0,-0.459032664771059,0
73390,NaN,0,0,-9.35778420439006,0.042370431,0,-0.459025481481489,0
73400,NaN,0,0,-9.35905930943738,0.042294089,0,-0.459028756037748,0
73410,NaN,0,0,-9.36033442747989,0.042236831,0,-0.459033433347677,0
73420,NaN,0,0,-9.36160955026984,0.042217746,0,-0.459035143940145,0
73430,NaN,0,0,-9.36288468368374,0.042141408,0,-0.459038969213313,0
73440,NaN,0,0,-9.3641597563134,0.042065065,0,-0.459017087236323,0
73450,NaN,0,0,-9.36543482693064,0.042160492,0,-0.459016361310041,0
73460,NaN,0,0,-9.36670995170198,0.042026896,0,-0.459035856048595,0
73470,NaN,0,0,-9.36798505873701,0.042217746,0,-0.459029471917594,0
73480,NaN,0,0,-9.36926015152015,0.042007811,0,-0.459024342491578,0
73490,NaN,0,0,-9.37053523229547,0.042065065,0,-0.459020019198284,0
73500,NaN,0,0,-9.37181035890534,0.041912384,0,-0.459036518483038,0
73510,NaN,0,0,-9.37308544381775,0.041816957,0,-0.459021507020022,0
73520,NaN,0,0,-9.37436051586445,0.041969638,0,-0.459016875421697,0
73530,NaN,0,0,-9.37563559994807,0.041874215,0,-0.459021210664507,0
73540,NaN,0,0,-9.37691067232752,0.041874215,0,-0.459016996863758,0
73550,NaN,0,0,-9.37818577449681,0.041740615,0,-0.459027719462354,0
73560,NaN,0,0,-9.37946089076339,0.041874215,0,-0.459032794134471,0
73570,NaN,0,0,-9.38073601645776,0.041740615,0,-0.459036188229444,0
73580,NaN,0,0,-9.38201112601381,0.041702446,0,-0.459030379134309,0
73590,NaN,0,0,-9.38328622877966,0.041683361,0,-0.459027936515666,0
73600,NaN,0,0,-9.38456132661562,0.041874215,0,-0.459026160388444,0
73610,NaN,0,0,-9.38583644054055,0.041740615,0,-0.459031951426068,0
73620,NaN,0,0,-9.38711158575747,0.041797873,0,-0.459043217029029,0
73630,NaN,0,0,-9.38838673587681,0.041702446,0,-0.459044982349684,0
73640,NaN,0,0,-9.38966188885191,0.041664276,0,-0.459046010688834,0
73650,NaN,0,0,-9.39093700934867,0.041568849,0,-0.459034318405472,0
73660,NaN,0,0,-9.39221210346582,0.041568849,0,-0.459024819702635,0
73670,NaN,0,0,-9.39348722734014,0.041645192,0,-0.459035532763544,0
73680,NaN,0,0,-9.39476232849206,0.04153068,0,-0.459027353307212,0
73690,NaN,0,0,-9.39603741898133,0.041549765,0,-0.459023516351744,0
73700,NaN,0,0,-9.39731254571353,0.041416168,0,-0.459036564183641,0
73710,NaN,0,0,-9.39858762495149,0.041587934,0,-0.459019465630385,0
73720,NaN,0,0,-9.39986273821068,0.041549765,0,-0.459031711963776,0
73730,NaN,0,0,-9.40113783341611,0.041416168,0,-0.459025212959121,0
73740,NaN,0,0,-9.40241291401561,0.041397084,0,-0.459019956429417,0
73750,NaN,0,0,-9.40368800279238,0.041435253,0,-0.459022898934331,0
73760,NaN,0,0,-9.40496308958308,0.041301657,0,-0.459022184133066,0
73770,NaN,0,0,-9.40623818292259,0.041263487,0,-0.459024540643937,0
73780,NaN,0,0,-9.40751326872574,0.041320741,0,-0.459021827729567,0
73790,NaN,0,0,-9.40878837251721,0.041339826,0,-0.459028304994152,0
73800,NaN,0,0,-9.4100635056612,0.041301657,0,-0.459038872416727,0
73810,NaN,0,0,-9.41133858797961,0.041206229,0,-0.459020575511343,0
73820,NaN,0,0,-9.41261368902575,0.041301657,0,-0.45902731478753,0
73830,NaN,0,0,-9.4138888133308,0.041187145,0,-0.459035687884567,0
73840,NaN,0,0,-9.41516390803236,0.041053548,0,-0.459025032563607,0
73850,NaN,0,0,-9.41643900658677,0.04116806,0,-0.459026420289892,0
73860,NaN,0,0,-9.41771406730856,0.041034464,0,-0.459012799365893,0
73870,NaN,0,0,-9.4189891148955,0.040996291,0,-0.459008069916956,0
73880,NaN,0,0,-9.42026415054785,0.040977206,0,-0.459003772771504,0
73890,NaN,0,0,-9.42153917604767,0.040939037,0,-0.459000119065715,0
73900,NaN,0,0,-9.42281422855529,0.040939037,0,-0.459009843364805,0
73910,NaN,0,0,-9.42408931912205,0.040900867,0,-0.459023544344605,0
73920,NaN,0,0,-9.42536439418196,0.040919952,0,-0.459017961077658,0
73930,NaN,0,0,-9.42663945346623,0.040767271,0,-0.459012280930273,0
73940,NaN,0,0,-9.42791453393743,0.04084361,0,-0.459019908002059,0
73950,NaN,0,0,-9.42918962830517,0.040690929,0,-0.459024912488708,0
73960,NaN,0,0,-9.43046477384886,0.040786356,0,-0.459043335890295,0
73970,NaN,0,0,-9.43173993531749,0.040748183,0,-0.459049068408833,0
73980,NaN,0,0,-9.43301508255552,0.040748183,0,-0.459043943948757,0
73990,NaN,0,0,-9.43429020683466,0.040710013,0,-0.459035678995902,0
74000,NaN,0,0,-9.43556534304608,0.040576417,0,-0.459039975142883,0
74010,NaN,0,0,-9.43684051706759,0.040652759,0,-0.459053588174737,0
74020,NaN,0,0,-9.43811564136191,0.040652759,0,-0.459035685855628,0
74030,NaN,0,0,-9.43939074534268,0.040500075,0,-0.459028370461829,0
74040,NaN,0,0,-9.4406658218064,0.040461905,0,-0.459018465424102,0
74050,NaN,0,0,-9.44194093570619,0.040595502,0,-0.459031942719315,0
74060,NaN,0,0,-9.44321603817866,0.040461905,0,-0.459027830968038,0
74070,NaN,0,0,-9.44449112265163,0.04048099,0,-0.459021350638912,0
74080,NaN,0,0,-9.44576613705003,0.040328309,0,-0.458996123466891,0
74090,NaN,0,0,-9.44704119208312,0.040366478,0,-0.459010750533802,0
74100,NaN,0,0,-9.44831623243394,0.040385567,0,-0.459005464660516,0
74110,NaN,0,0,-9.44959132425307,0.040385567,0,-0.459023994898675,0
74120,NaN,0,0,-9.45086640371858,0.040500075,0,-0.459019548052455,0
74130,NaN,0,0,-9.45214147595848,0.040461905,0,-0.4590169467187,0
74140,NaN,0,0,-9.45341657807803,0.040271055,0,-0.459027701865186,0
74150,NaN,0,0,-9.45469165484973,0.040156543,0,-0.459018576344366,0
74160,NaN,0,0,-9.45596677788101,0.040061116,0,-0.459035230581944,0
74170,NaN,0,0,-9.45724191766728,0.040003859,0,-0.459041263246428,0
74180,NaN,0,0,-9.45851700178215,0.039851177,0,-0.459021222264966,0
74190,NaN,0,0,-9.45979205854126,0.039851177,0,-0.459011371968894,0
74200,NaN,0,0,-9.46106714878066,0.039832093,0,-0.459023424309769,0
74210,NaN,0,0,-9.46234221906187,0.039813008,0,-0.459016240695235,0
74220,NaN,0,0,-9.46361735494831,0.039832093,0,-0.459039858986425,0
74230,NaN,0,0,-9.46489250220255,0.039793923,0,-0.4590439508288,0
74240,NaN,0,0,-9.46616757583751,0.039774839,0,-0.459017447675652,0
74250,NaN,0,0,-9.46744265950746,0.039832093,0,-0.459021059880775,0
74260,NaN,0,0,-9.46871777545126,0.039717581,0,-0.459032678409407,0
74270,NaN,0,0,-9.46999288726429,0.039793923,0,-0.459031192930816,0
74280,NaN,0,0,-9.47126797023392,0.039736666,0,-0.459020808578256,0
74290,NaN,0,0,-9.4725430558457,0.039641242,0,-0.459021760150337,0
74300,NaN,0,0,-9.47381814071986,0.039679412,0,-0.459021492974465,0
74310,NaN,0,0,-9.47509320031436,0.039717581,0,-0.459012392833397,0
74320,NaN,0,0,-9.4763682490934,0.039603069,0,-0.459008501101322,0
74330,NaN,0,0,-9.47764325166578,0.039393134,0,-0.4589918671111,0
74340,NaN,0,0,-9.4789182525005,0.039526731,0,-0.458991240724495,0
74350,NaN,0,0,-9.48019327830807,0.039545815,0,-0.459000229843026,0
74360,NaN,0,0,-9.48146831818665,0.039583985,0,-0.459005295297286,0
74370,NaN,0,0,-9.48274337202181,0.039488558,0,-0.459010319859951,0
