0.6,-0.2052918
11.178,-0.2091287
21.688,-0.2130908
32.166,-0.2040143
42.744,-0.2103853
53.322,-0.2115345
63.868,-0.2199972
74.477,-0.2289163
84.988,-0.2168368
95.666,-0.2327803
106.243,-0.2326139
116.821,-0.2367881
127.398,-0.2405565
138.01,-0.2488426
148.62,-0.233499
159.265,-0.2293297
169.843,-0.2340742
180.422,-0.2698192
191.031,-0.2484372
201.608,-0.2726277
212.185,-0.2763492
222.73,-0.2789778
233.307,-0.291986
243.886,-0.2874766
254.529,-0.3021689
265.107,-0.2953272
275.618,-0.3022126
286.228,-0.2991662
296.84,-0.3116415
307.384,-0.3083418
317.929,-0.3087657
328.473,-0.3119144
339.016,-0.3226712
349.598,-0.325253
360.205,-0.3149029
370.616,-0.3281792
381.194,-0.3116793
391.771,-0.3212996
402.349,-0.3342409
412.927,-0.3317138
423.505,-0.3374746
434.082,-0.3415629
444.659,-0.3347077
455.237,-0.3221654
465.815,-0.3242708
476.325,-0.33182
486.936,-0.3347141
497.48,-0.3261033
507.791,-0.3409914
518.303,-0.3408294
528.88,-0.3318453
539.457,-0.3335421
550.035,-0.3319001
560.646,-0.3263058
571.224,-0.3411162
581.802,-0.3400606
592.346,-0.3389752
602.89,-0.3517192
613.468,-0.3233834
624.078,-0.334841
634.689,-0.3437279
645.233,-0.342232
655.845,-0.3489319
666.321,-0.3431207
676.899,-0.3555967
687.476,-0.3406201
698.088,-0.3586614
708.699,-0.3638823
719.276,-0.3464048
729.821,-0.3659786
740.299,-0.3673686
750.843,-0.3746994
761.454,-0.3671941
771.998,-0.3818304
782.575,-0.3750241
793.153,-0.3693466
803.73,-0.379338
814.274,-0.3817731
824.852,-0.3807991
835.396,-0.3976981
845.907,-0.4012955
856.485,-0.4073356
866.996,-0.397405
877.54,-0.3967955
888.118,-0.4048723
898.695,-0.3920203
909.206,-0.401358
919.75,-0.4035732
930.328,-0.3967777
940.872,-0.4008321
951.416,-0.4045403
961.994,-0.4020672
972.571,-0.41086
983.049,-0.4209328
993.627,-0.4173919
1004.204,-0.409965
1014.782,-0.4029957
1025.359,-0.4103423
1035.937,-0.4048694
1046.415,-0.4150567
1056.959,-0.4166905
1067.503,-0.4090128
1078.048,-0.4026291
1088.658,-0.409849
1099.269,-0.4087642
1109.847,-0.4015669
1120.425,-0.3898202
1130.935,-0.3955066
1141.513,-0.3958102
1152.057,-0.3989583
1162.568,-0.3943298
1173.145,-0.3966907
1183.69,-0.4090902
1194.234,-0.4056878
1204.811,-0.3946915
1215.356,-0.3929812
1225.967,-0.3937298
1236.511,-0.3883359
1247.056,-0.3902586
1257.432,-0.3770798
1268.011,-0.3912104
1278.354,-0.3914792
1288.966,-0.3994468
1299.511,-0.381908
1310.121,-0.3943153
1320.731,-0.3874438
1331.242,-0.376791
1341.82,-0.3673896
1352.397,-0.3702654
1362.975,-0.3599214
1373.519,-0.3624573
1384.098,-0.3491768
1394.675,-0.3585344
1405.253,-0.3604894
1415.83,-0.3616849
1426.343,-0.3621911
1436.952,-0.3610314
1447.529,-0.3565925
1458.074,-0.3372461
1468.711,-0.3379468
1479.296,-0.3429376
1489.873,-0.3361695
1500.418,-0.347495
1510.962,-0.3386658
1521.573,-0.3512273
1532.084,-0.3450196
1542.661,-0.353177
1553.239,-0.3580684
1563.816,-0.3520453
1574.394,-0.3574238
1584.705,-0.3580576
1595.315,-0.3520299
1605.86,-0.3373637
1616.404,-0.3295399
1626.981,-0.336337
1637.526,-0.3387265
1648.07,-0.3362141
1658.647,-0.3399783
1669.225,-0.3431624
1679.803,-0.3515406
1690.381,-0.3474058
1700.958,-0.3397172
1711.536,-0.3362752
1722.08,-0.3359137
1732.691,-0.3279947
1743.268,-0.3263444
1753.779,-0.3187452
1764.324,-0.3204154
1774.868,-0.3228817
1785.279,-0.3226877
1795.856,-0.3150807
1806.434,-0.3166707
1816.945,-0.3017606
1827.489,-0.3088575
1838.066,-0.2951515
1848.644,-0.2828265
1859.222,-0.2817989
1869.532,-0.277319
1879.981,-0.2629583
1890.32,-0.277134
1900.898,-0.28621
1911.442,-0.2915739
1922.02,-0.2774748
1932.498,-0.2923069
1942.975,-0.2904445
1953.519,-0.2932999
1963.997,-0.3070219
1974.474,-0.306448
1985.052,-0.2927311
1995.529,-0.2953129
2006.106,-0.2911785
2016.651,-0.2875463
2027.162,-0.2836291
2037.739,-0.281087
2048.25,-0.2877244
2058.762,-0.2858529
2069.243,-0.2946693
2079.783,-0.2787892
2090.36,-0.2739966
2100.938,-0.2619182
2111.416,-0.2676342
2121.96,-0.2573585
2132.504,-0.2505467
2143.049,-0.2500391
2153.564,-0.265846
2164.037,-0.2589988
2174.553,-0.258182
2185.025,-0.257352
2195.503,-0.2546611
2206.047,-0.2467556
2216.524,-0.2378868
2227.107,-0.2507859
2237.648,-0.2638434
2248.19,-0.2568362
2258.668,-0.2385178
2269.245,-0.2525294
2279.789,-0.2557925
2290.301,-0.2465794
2300.711,-0.2604055
2311.188,-0.2638137
2321.699,-0.2439091
2332.177,-0.2408117
2342.621,-0.2534453
2353.199,-0.2654886
2363.776,-0.237969
2374.32,-0.2589948
2384.802,-0.2537181
